,out-degree-weight,in-degree-weight,out-degree,in-degree,bot,bc,lcc,ac
66.220.149.47,0.0,219.0,0.0,9.0,0,0.0,0.0,1.0978164675143681e-05
194.79.52.204,0.0,33.0,0.0,2.0,0,0.0,0.0,1.851426723816808e-05
208.88.186.6,25.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
219.87.71.10,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.85.12,8.0,0.0,2.0,0.0,0,0.0,0.0,1.310852109195252e-06
194.228.143.168,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
80.188.38.3,0.0,94.0,0.0,2.0,0,0.0,0.0,0.0002758156010566448
189.238.46.4,83.0,0.0,1.0,0.0,0,0.0,0.0,0.009478672985781991
83.16.148.131,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
64.13.156.151,12.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
78.96.72.196,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
91.185.59.26,18.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
206.51.226.107,12.0,0.0,2.0,0.0,0,0.0,0.0,0.0014427932477276003
93.188.86.108,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
213.226.63.129,20.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
91.198.174.234,0.0,68.0,0.0,1.0,0,0.0,0.0,0.025308303396653246
88.89.245.249,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
77.95.99.162,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
82.147.130.106,10.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
78.24.14.69,0.0,21.0,0.0,1.0,0,0.0,0.0,1.4861270957618083e-06
212.118.142.83,0.0,24.0,0.0,4.0,0,0.0,0.0,-5.361406507422455e-06
90.183.39.85,0.0,20.0,0.0,1.0,0,0.0,0.0,2.3845148949416894e-05
81.88.197.4,18.0,0.0,4.0,0.0,0,0.0,0.0,-0.432030275511395
58.248.120.150,106.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.85.5,64.0,0.0,16.0,0.0,1,0.0,0.0,1.310852109195252e-06
92.46.129.90,0.0,3.0,0.0,1.0,0,0.0,0.0,6.232145885452746e-07
98.150.130.39,0.0,82.0,0.0,3.0,0,0.0,0.0,4.529331871212119e-05
195.39.7.6,0.0,235.0,0.0,4.0,0,0.0,0.0,1.3998358450401548e-05
2.20.182.42,0.0,63.0,0.0,2.0,0,0.0,0.0,3.490960487528223e-05
90.154.217.232,10.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.215,34.0,0.0,9.0,0.0,0,0.0,0.0,0.003147623544224111
77.75.76.55,0.0,64.0,0.0,2.0,0,0.0,0.0,3.54561161298527e-05
77.75.73.21,0.0,21.0,0.0,1.0,0,0.0,0.0,1.4861270957617956e-06
157.24.2.203,0.0,21.0,0.0,4.0,0,0.0,0.0,1.195613218332242e-05
147.32.84.4,60.0,0.0,1.0,0.0,0,0.0,0.0,0.14285714285714285
77.78.110.71,0.0,60.0,0.0,1.0,0,0.0,0.0,3.355770861397632e-06
78.121.25.47,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
46.164.129.99,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.179,12.0,0.0,3.0,0.0,0,0.0,0.0,2.6216911591228393e-06
64.12.68.227,0.0,28.0,0.0,1.0,0,0.0,0.0,1.821704181901572e-06
94.190.193.109,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
91.216.66.5,9.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
194.79.52.196,0.0,49.0,0.0,1.0,0,0.0,0.0,5.704810464376075e-06
77.109.1.225,8.0,0.0,3.0,0.0,0,0.0,0.0,0.07692307692307693
147.32.85.2,0.0,36.0,0.0,1.0,0,0.0,0.0,6.232145885452745e-06
151.26.190.167,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275566e-06
192.168.88.30,2.0,0.0,1.0,0.0,0,0.0,0.0,0.13333333333333333
213.226.63.146,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
199.40.206.187,20.0,0.0,5.0,0.0,0,0.0,0.0,-0.432030275511395
98.239.153.179,12.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
151.27.113.39,0.0,2.0,0.0,1.0,0,0.0,0.0,5.752750048110227e-07
88.26.183.195,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
130.75.109.46,0.0,4.0,0.0,1.0,0,0.0,0.0,2.665440855624405e-06
89.185.233.236,0.0,22.0,0.0,1.0,0,0.0,0.0,6.491978429292392e-05
50.16.253.69,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275566e-06
80.188.106.191,16.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
149.5.45.6,0.0,28.76154001209436,0.0,1.1341463414634136,0,0.0,0.0,1.9679697244886059
109.185.13.12,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
149.5.45.253,14.0,0.0,1.0,0.0,0,0.0,0.0,2.5679697244886053
78.24.14.48,0.0,22.0,0.0,1.0,0,0.0,0.0,1.5340666794960396e-06
62.174.115.80,0.0,12.0,0.0,2.0,0,0.0,0.0,-2.4410053350399685e-06
8.19.240.53,0.0,240.0,0.0,12.0,0,0.0,0.0,0.0001419011678533856
81.95.168.170,18.0,0.0,4.0,0.0,0,0.0,0.0,-0.432030275511395
77.75.73.154,0.0,271.0,0.0,1.0,0,0.0,0.0,0.0001485839458259403
68.233.5.80,0.0,20.0,0.0,1.0,0,0.0,0.0,1.140962092875195e-05
86.169.105.62,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
58.7.157.226,0.0,18.0,0.0,3.0,0,0.0,0.0,-3.901205921231211e-06
149.5.45.254,0.0,69.50705502922804,0.0,1.1341463414634136,0,0.004774623152348892,0.0,-5.467349585337182
64.236.144.246,0.0,40.0,0.0,2.0,0,0.0,0.0,2.3969791867124608e-06
81.91.82.245,0.0,56.0,0.0,2.0,0,0.0,0.0,3.164012526460438e-06
87.121.9.184,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
213.226.63.160,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.86.231,0.0,20.0,0.0,1.0,0,0.0,0.0,2.588737521649602e-06
94.217.200.239,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
91.189.89.213,0.0,38.0,0.0,1.0,0,0.0,0.0,2.30110001924409e-06
10.0.0.138,0.0,2.0,0.0,1.0,0,0.0,0.0,1.572418346483462e-06
157.157.161.40,0.0,12.0,0.0,2.0,0,0.0,0.0,-2.4410053350399685e-06
213.29.20.136,10.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
77.75.76.22,0.0,116.0,0.0,1.0,0,0.0,0.0,7.500627271061037e-05
38.99.96.222,20.0,0.0,1.0,0.0,0,0.0,0.0,-0.01020883278279397
173.194.1.16,0.0,338.0,0.0,5.0,0,0.0,0.0,1.668297513951966e-05
88.86.120.78,0.0,27.0,0.0,1.0,0,0.0,0.0,0.011967436337166959
89.218.52.234,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
213.180.191.237,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
77.238.191.164,0.0,22.0,0.0,1.0,0,0.0,0.0,1.5340666794960636e-06
77.28.93.127,0.0,6.0,0.0,1.0,0,0.0,0.0,-9.808047488487247e-07
91.192.155.247,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
67.195.115.23,24.0,0.0,1.0,0.0,0,0.0,0.0,0.014771048744469124
62.44.29.43,0.0,66.0,0.0,1.0,0,0.0,0.0,3.6434083638031436e-06
90.179.181.154,204.0,0.0,1.0,0.0,0,0.0,0.0,0.016181229773462712
213.184.224.38,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
95.104.113.130,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
74.125.232.205,0.0,179.0,0.0,1.0,0,0.0,0.0,0.00018149926401787766
98.191.81.6,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.96.80.11,0.0,36.0,0.0,1.0,0,0.0,0.0,2.0153801001879494e-05
193.126.232.45,0.0,275.0,0.0,1.0,0,0.0,0.0,0.0001507699908442222
223.133.8.152,0.0,4.0,0.0,1.0,0,0.0,0.0,2.665440855624405e-06
74.125.232.202,0.0,191.0,0.0,2.0,0,0.0,0.0,0.0002462752295595988
116.14.110.194,0.0,16.0,0.0,4.0,0,0.0,0.0,-3.414472392500797e-06
213.55.104.223,0.0,4.0,0.0,1.0,0,0.0,0.0,-4.940712201183101e-07
83.167.225.86,0.0,12.0,0.0,1.0,0,0.0,0.0,1.054670842153537e-06
199.59.148.201,0.0,168.0,0.0,8.0,0,0.0,0.0,9.229328660518175e-05
90.199.54.105,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
74.221.24.130,0.0,60.0,0.0,1.0,0,0.0,0.0,-6.1784130873916195e-06
213.160.149.242,20.0,0.0,5.0,0.0,0,0.0,0.0,-0.432030275511395
74.125.232.201,0.0,609.0,0.0,2.0,0,0.0,0.0,0.0001906077849273855
119.194.41.42,0.0,48.0,0.0,1.0,0,0.0,0.0,1.106445592586533e-05
80.250.15.41,0.0,10.0,0.0,1.0,0,0.0,0.0,8.621454738767861e-05
195.122.4.188,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
74.125.43.16,0.0,134.0,0.0,1.0,0,1.0,0.0,0.018632575953625587
147.32.85.96,28.0,0.0,7.0,0.0,0,1.0197534399342789e-07,0.0,0.0010130789440704585
195.59.102.18,1452.0,0.0,1.0,0.0,0,0.0,0.0,-0.4320302755113877
92.76.146.211,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
178.40.137.0,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
121.215.142.59,0.0,12.0,0.0,2.0,0,0.0,0.0,-2.4410053350399685e-06
119.46.206.12,0.0,4.0,0.0,1.0,0,0.0,0.0,6.711541722795265e-07
78.87.91.10,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
46.237.76.172,16.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
183.182.82.12,0.0,6.0,0.0,1.0,0,0.0,0.0,-1.8638505513089502e-07
58.72.226.124,0.0,24.0,0.0,1.0,0,0.0,0.0,-2.183727732551138e-06
88.215.146.30,30.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
77.87.37.73,0.0,6.0,0.0,1.0,0,0.0,0.0,-1.86385055130895e-07
194.213.222.21,0.0,22.0,0.0,1.0,0,0.0,0.0,1.2502643437892893e-05
147.32.86.155,16.0,0.0,4.0,0.0,0,0.0,0.0,1.310852109195252e-06
88.86.102.50,0.0,193.0,0.0,1.0,0,0.0,0.0,0.0005398907980567714
109.121.240.128,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
213.146.167.16,14.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
27.37.192.52,12.0,0.0,2.0,0.0,0,0.0,0.0,0.0014427932477275728
77.75.72.107,0.0,181.0,0.0,4.0,0,0.0,0.0,9.156460493242166e-06
88.103.120.193,53.0,0.0,1.0,0.0,0,0.0,0.0,0.04048582995951416
41.223.119.129,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
90.183.39.87,0.0,42.0,0.0,1.0,0,0.0,0.0,0.0001715949460183812
99.235.125.22,0.0,32.0,0.0,1.0,0,0.0,0.0,-3.071435589182355e-06
163.244.24.4,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
208.109.184.55,12.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
46.243.48.103,0.0,22.0,0.0,1.0,0,0.0,0.0,1.2502643437892895e-05
88.173.202.158,102.0,0.0,1.0,0.0,0,0.0,0.0,-0.4320302755113602
217.165.253.125,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
213.146.167.18,14.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
184.107.41.73,12.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.87.2,0.0,8.0,0.0,2.0,0,0.0,0.0,2.3011000192440904e-06
77.75.76.6,0.0,74.0,0.0,1.0,0,0.0,0.0,5.346222378043771e-05
66.249.67.105,20.0,0.0,2.0,0.0,0,0.0,0.0,0.33333333333333337
147.32.86.52,0.0,20.0,0.0,2.0,0,0.0,0.0,1.4381875120275566e-06
95.54.247.2,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
88.81.253.194,76.0,0.0,2.0,0.0,0,0.0,0.0,0.07692307692307691
62.168.44.115,0.0,24.0,0.0,1.0,0,0.0,0.0,1.118909884357439e-05
77.93.220.218,0.0,86.0,0.0,1.0,0,0.0,0.0,4.602200038488181e-06
93.182.149.30,0.0,6.0,0.0,1.0,0,0.0,0.0,1.8025283484078803e-06
186.220.144.118,0.2033898305084746,0.0,1.0,0.0,0,0.0,0.0,0.08771929824561343
50.16.215.193,0.0,18.0,0.0,1.0,0,0.0,0.0,1.3423083445590528e-06
216.159.232.114,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.86.192,52.0,0.0,1.0,0.0,0,0.0,0.0,3.932449621986213e-06
66.249.71.41,128.0,0.0,2.0,0.0,0,0.0,0.0,0.04065040650406504
147.32.87.33,0.0,108.0,0.0,2.0,0,0.0,0.0,1.1793137598625965e-05
158.130.62.141,0.0,16.0,0.0,1.0,0,0.0,0.0,-1.2960198759199178e-06
193.120.212.24,14.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
84.0.98.200,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
217.67.25.237,0.0,56.0,0.0,1.0,0,0.0,0.0,0.00018759717906887416
77.67.32.155,14.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
77.75.76.2,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275555e-06
93.158.144.28,148.0,0.0,3.0,0.0,0,0.0,0.0,0.001558360604643739
94.138.111.180,0.0,208.0,0.0,2.0,0,0.0,0.0,1.0450829254066973e-05
46.103.7.103,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
91.123.227.20,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
208.54.5.172,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
217.111.199.186,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
217.118.81.25,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.149,0.0,12.5,0.0,1.0,0,4.635242908792177e-09,0.0,7.865112655171509e-06
147.32.84.194,0.0,0.5033557046979866,0.0,0.42857142857142855,0,0.0023221343873517783,0.0,1.3320480594036272e-05
77.127.192.92,0.0,5.0,0.0,1.0,0,0.0,0.0,3.2119521101948765e-06
79.247.75.163,14.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
156.34.39.47,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
74.125.232.204,0.0,447.0,0.0,11.0,0,0.0,0.0,0.0002447699266303433
69.4.236.239,0.0,22.0,0.0,1.0,0,0.0,0.0,1.2502643437892893e-05
46.243.48.233,0.0,84.0,0.0,5.0,0,0.0,0.0,4.638634122126213e-05
188.221.7.180,0.0,2009.0,0.0,1.0,0,0.0,0.0,-0.0004884444337723588
82.137.72.33,18.0,0.0,4.0,0.0,0,0.0,0.0,-0.432030275511395
121.97.55.128,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
60.49.67.137,0.0,4.0,0.0,1.0,0,0.0,0.0,-4.940712201183101e-07
147.32.84.150,16.0,0.0,4.0,0.0,0,0.0,0.0,1.310852109195252e-06
92.123.64.178,0.0,24.0,0.0,1.0,0,0.0,0.0,1.3595665947033838e-05
80.51.147.157,28.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
188.82.54.108,0.0,6.0,0.0,1.0,0,0.0,0.0,-9.808047488487247e-07
87.6.162.104,0.0,18.0,0.0,1.0,0,0.0,0.0,-1.5179468400777225e-06
196.12.204.58,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
80.79.159.193,18.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
196.214.74.10,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
2.20.182.19,0.0,14.0,0.0,1.0,0,0.0,0.0,9.520801329622426e-06
192.35.241.84,0.0,15011.0,0.0,1.0,0,0.0,0.0,0.0007201004872721976
66.220.151.71,0.0,334.0,0.0,2.0,0,0.0,0.0,0.00018301415486388
77.75.73.12,0.0,157.0,0.0,5.0,0,0.0,0.0,8.005910483620112e-06
66.249.66.120,108.0,0.0,2.0,0.0,0,0.0,0.0,0.04065040650406504
62.24.64.52,0.0,160.0,0.0,8.0,0,0.0,0.0,8.14972923482282e-06
91.139.204.43,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
2.132.1.46,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
178.222.119.198,12.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
195.229.237.37,4.107142857142857,0.0,0.14285714285714285,0.0,0,0.0,0.0,0.017152658662092625
132.187.112.12,0.0,84.0,0.0,1.0,0,0.0,0.0,4.638634122126213e-05
94.127.76.60,0.0,95.0,0.0,2.0,0,0.0,0.0,5.033656292096448e-06
79.126.150.67,0.0,12.0,0.0,2.0,0,0.0,0.0,-2.4410053350399685e-06
194.108.204.25,100.0,0.0,5.0,0.0,0,0.0,0.0,0.007716049382716057
147.32.87.37,0.0,99.0,0.0,2.0,0,0.0,0.0,5.225414627033454e-06
2.20.182.10,0.0,122.0,0.0,1.0,0,0.0,0.0,6.32802505292125e-06
69.171.242.12,0.0,25.0,0.0,1.0,0,0.0,0.0,1.4142177201604308e-05
31.196.9.217,5.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
46.13.26.72,0.0,14.0,0.0,1.0,0,0.0,0.0,1.1505500096220454e-06
147.32.84.94,4.0,0.0,1.0,0.0,0,0.0,0.0,2.220080099006046e-06
217.217.80.234,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
95.157.225.164,0.0,22.0,0.0,1.0,0,0.0,0.0,1.2502643437892893e-05
50.17.4.226,0.0,20.0,0.0,1.0,0,0.0,0.0,1.140962092875195e-05
95.173.214.101,0.0,431.0,0.0,18.0,0,0.0,0.0,2.1141356426805083e-05
72.233.69.6,0.0,51.0,0.0,1.0,0,0.0,0.0,2.924314607789369e-06
212.81.20.17,0.0,8.0,0.0,2.0,0,0.0,0.0,-1.4675382775791388e-06
93.185.248.63,0.0,22.0,0.0,1.0,0,0.0,0.0,-1.9618007683933314e-06
81.91.86.11,0.0,25.0,0.0,1.0,0,0.0,0.0,7.370710999141228e-05
87.248.203.254,0.0,26.0,0.0,1.0,0,0.0,0.0,4.122804201145663e-06
91.23.63.156,0.0,44.0,0.0,1.0,0,0.0,0.0,-4.402997374129182e-06
193.34.8.74,18.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
184.73.194.227,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275566e-06
94.127.76.90,0.0,12.0,0.0,1.0,0,0.0,0.0,7.0375308921881775e-06
208.88.186.4,58.0,0.0,2.0,0.0,0,0.0,0.0,4.767969724488585
147.32.87.101,0.0,288.0,0.0,3.0,0,0.0,0.0,3.085391609136452e-05
41.210.26.21,14.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.85.42,4.0,0.0,1.0,0.0,0,0.0,0.0,1.310852109195252e-06
74.125.232.196,0.0,150.0,0.0,1.0,0,0.0,0.0,3.991449741713812e-05
193.226.247.154,0.0,36.0,0.0,6.0,0,0.0,0.0,-8.28180767980494e-06
74.125.232.210,0.0,12.0,0.0,1.0,0,0.0,0.0,7.0375308921881775e-06
213.27.159.25,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
199.59.148.82,0.0,56.0,0.0,2.0,0,0.0,0.0,3.164012526460624e-06
65.55.53.190,0.0,23.0,0.0,1.0,0,0.0,0.0,1.3049154692463364e-05
78.191.168.43,0.0,79.0,0.0,4.0,0,0.0,0.0,-1.8746578547508854e-05
74.125.232.192,0.0,29.0,0.0,1.0,0,0.0,0.0,0.0003002647887611133
2.21.92.124,0.0,33.0,0.0,1.0,0,0.0,0.0,1.851426723816808e-05
120.142.84.235,0.0,42.0,0.0,7.0,0,0.0,0.0,-9.742008265996185e-06
72.168.143.113,0.06779661016949153,0.0,1.0,0.0,0,0.0,0.0,0.08771929824561366
79.117.95.127,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
88.86.101.2,0.0,112.0,0.0,6.0,0,0.0,0.0,6.542794388050698e-05
146.87.52.56,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
74.125.39.109,0.0,12.0,0.0,3.0,0,0.0,0.0,1.0546708421535416e-06
78.128.207.222,2.0,0.0,1.0,0.0,0,0.0,0.0,0.7142857142857143
147.32.84.142,8.0,0.0,2.0,0.0,0,0.0,0.0,1.310852109195252e-06
80.239.149.24,0.0,35.0,0.0,1.0,0,0.0,0.0,1.9607289747309022e-05
118.136.188.41,0.1694915254237288,0.0,1.0,0.0,0,0.0,0.0,0.08771929824561366
136.166.250.100,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
122.106.229.110,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
90.183.53.30,0.0,52.0,0.0,1.0,0,0.0,0.0,2.9204794410906256e-05
173.193.91.4,0.0,52.0,0.0,1.0,0,0.0,0.0,2.8897981075007042e-05
62.168.44.119,0.0,18.0,0.0,1.0,0,0.0,0.0,0.007978450690057086
157.24.2.54,0.0,12.0,0.0,6.0,0,0.0,0.0,7.0375308921881775e-06
188.128.118.94,19.0,0.0,2.0,0.0,0,0.0,0.0,0.0014427932477276348
147.231.6.9,18.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
112.201.123.138,0.0,8.0,0.0,2.0,0,0.0,0.0,-1.467538277579139e-06
88.203.241.101,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
85.71.163.46,0.0,30.0,0.0,1.0,0,0.0,0.0,1.6874733474456666e-05
74.206.190.134,30.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
79.111.234.48,0.0,10.0,0.0,1.0,0,0.0,0.0,5.944508383047234e-06
62.53.164.158,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
64.13.156.134,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
114.43.3.65,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
66.220.151.91,0.0,12.0,0.0,1.0,0,0.0,0.0,1.0546708421535416e-06
187.75.138.219,10.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
177.40.14.222,0.0,10.0,0.0,1.0,0,0.0,0.0,5.944508383047234e-06
72.21.214.43,0.0,34.0,0.0,1.0,0,0.0,0.0,1.9060778492738553e-05
147.32.85.118,0.0,1.5,0.0,1.0,0,1.0197534399342789e-07,0.0,2.097363374712403e-06
208.88.186.5,24.0,0.0,1.0,0.0,0,0.0,0.0,9.16796972448861
194.108.204.24,1137.0,0.0,2.0,0.0,0,0.0,0.0,0.007716049382716048
147.32.3.39,0.0,70.0,0.0,2.0,0,0.0,0.0,3.873518365727553e-05
87.236.197.153,0.0,55.0,0.0,2.0,0,0.0,0.0,3.0537514838718453e-05
209.85.148.99,0.0,185.0,0.0,2.0,0,0.0,0.0,0.00010388507795212385
194.126.108.2,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.85.37,24.0,0.0,6.0,0.0,0,0.0,0.0,1.310852109195252e-06
147.32.244.10,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275566e-06
173.11.159.236,0.0,6.0,0.0,1.0,0,0.0,0.0,1.8025283484078703e-06
77.75.76.3,0.0,57.0,0.0,2.0,0,0.0,0.0,3.2119521101948934e-06
195.234.75.138,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
95.68.80.47,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
219.89.59.127,0.0,6.0,0.0,1.0,0,0.0,0.0,-9.808047488487247e-07
195.24.232.203,0.0,24.0,0.0,1.0,0,0.0,0.0,7.842915898923607e-06
196.210.226.188,10.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
174.132.172.114,0.0,36.0,0.0,1.0,0,0.0,0.0,2.2052208517755866e-06
193.120.212.17,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
194.146.154.158,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
78.141.181.221,0.0,1.5454545454545454,0.0,2.0,0,0.0,0.0,2.967969724488606
78.141.181.223,18.0,0.0,1.0,0.0,0,0.0,0.0,4.367969724488606
74.206.186.237,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.7,4.0,0.0,1.0,0.0,0,0.0,0.0,1.310852109195252e-06
195.24.41.108,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
78.24.8.135,0.0,20.0,0.0,1.0,0,0.0,0.0,1.4381875120275566e-06
222.100.113.82,0.0,66.0,0.0,2.0,0,0.0,0.0,-1.5582810610761157e-05
173.63.36.209,0.0,42.0,0.0,1.0,0,0.0,0.0,-4.181070409971377e-06
70.53.222.112,0.0,4.0,0.0,1.0,0,0.0,0.0,6.711541722795264e-07
212.95.164.118,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.105,2.0,0.0,1.0,0.0,0,0.0,0.0,0.8333333333333335
192.168.88.118,0.0,2.0,0.0,1.0,0,0.0,0.0,5.752750048110226e-07
147.32.87.100,0.0,96.0,0.0,1.0,0,0.0,0.0,1.060423592201652e-05
188.169.145.135,14.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.255.255,0.0,838.0,0.0,7.0,0,0.0,0.0,0.005206948299379018
147.32.84.233,0.0,3.0,0.0,1.0,0,0.0,0.0,6.232145885452746e-07
147.32.86.67,0.0,2.0,0.0,1.0,0,0.0,0.0,5.752750048110226e-07
195.112.214.97,48.0,0.0,3.0,0.0,0,0.0,0.0,-0.432030275511395
188.95.241.142,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
217.157.226.13,0.0,4.0,0.0,1.0,0,0.0,0.0,-4.940712201183101e-07
213.61.34.148,12.0,0.0,3.0,0.0,0,0.0,0.0,-0.432030275511395
68.232.35.119,0.0,61.0,0.0,2.0,0,0.0,0.0,3.381658236614128e-05
80.250.21.93,0.0,8.0,0.0,2.0,0,0.0,0.0,8.629125072165339e-07
109.111.189.18,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
87.248.203.253,0.0,476.0,0.0,2.0,0,0.0,0.0,0.00026061875301288697
82.6.52.140,0.0,12.0,0.0,2.0,0,0.0,0.0,-2.4410053350399685e-06
187.66.91.175,0.0,8.0,0.0,1.0,0,0.0,0.0,-4.083120192886995e-07
147.32.162.206,0.0,12.0,0.0,1.0,0,0.0,0.0,7.0375308921881775e-06
217.66.178.108,0.0,121.0,0.0,2.0,0,0.0,0.0,6.660725764036959e-05
